id,split,sample_id,qa_index,speaker_a,speaker_b,question,text,locomo_category,question_type,target_speaker
conv-49_qa_118,train,conv-49,118,Evan,Sam,What kind of writing does Sam enjoy as a form of expression?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of writing does Sam enjoy as a form of expression?",4,fallback_ambiguous,speaker_b
conv-49_qa_119,train,conv-49,119,Evan,Sam,What electronics issue has been frustrating Sam lately?,"Speaker A: Evan
Speaker B: Sam
Question: What electronics issue has been frustrating Sam lately?",4,fallback_ambiguous,speaker_b
conv-49_qa_120,train,conv-49,120,Evan,Sam,What activity did Evan start one year ago?,"Speaker A: Evan
Speaker B: Sam
Question: What activity did Evan start one year ago?",4,fallback_ambiguous,speaker_a
conv-49_qa_121,train,conv-49,121,Evan,Sam,What advice did Evan give to Sam to avoid injuries while starting weightlifting?,"Speaker A: Evan
Speaker B: Sam
Question: What advice did Evan give to Sam to avoid injuries while starting weightlifting?",4,fallback_ambiguous,both
conv-49_qa_122,train,conv-49,122,Evan,Sam,Where did Sam and his mate plan to try kayaking?,"Speaker A: Evan
Speaker B: Sam
Question: Where did Sam and his mate plan to try kayaking?",4,fallback_ambiguous,speaker_b
conv-49_qa_123,train,conv-49,123,Evan,Sam,What digestive issue did Sam experience lately?,"Speaker A: Evan
Speaker B: Sam
Question: What digestive issue did Sam experience lately?",4,fallback_ambiguous,speaker_b
conv-49_qa_124,train,conv-49,124,Evan,Sam,What adventurous theme is emerging in Evan's life as mentioned by Sam?,"Speaker A: Evan
Speaker B: Sam
Question: What adventurous theme is emerging in Evan's life as mentioned by Sam?",4,fallback_ambiguous,both
conv-49_qa_125,train,conv-49,125,Evan,Sam,What does Evan mention about his progress at the gym to Sam?,"Speaker A: Evan
Speaker B: Sam
Question: What does Evan mention about his progress at the gym to Sam?",4,fallback_ambiguous,both
conv-49_qa_126,train,conv-49,126,Evan,Sam,How did Evan start his transformation journey two years ago?,"Speaker A: Evan
Speaker B: Sam
Question: How did Evan start his transformation journey two years ago?",4,fallback_ambiguous,speaker_a
conv-49_qa_127,train,conv-49,127,Evan,Sam,What gift did Evan receive from a close friend?,"Speaker A: Evan
Speaker B: Sam
Question: What gift did Evan receive from a close friend?",4,fallback_ambiguous,speaker_a
conv-49_qa_128,train,conv-49,128,Evan,Sam,Why had Evan been going through a tough time lately?,"Speaker A: Evan
Speaker B: Sam
Question: Why had Evan been going through a tough time lately?",4,fallback_ambiguous,speaker_a
conv-49_qa_129,train,conv-49,129,Evan,Sam,How does Evan describe the island he grew up on?,"Speaker A: Evan
Speaker B: Sam
Question: How does Evan describe the island he grew up on?",4,fallback_ambiguous,speaker_a
conv-49_qa_130,train,conv-49,130,Evan,Sam,What was the main reason for Evan's frustration with his new Prius breaking down?,"Speaker A: Evan
Speaker B: Sam
Question: What was the main reason for Evan's frustration with his new Prius breaking down?",4,fallback_ambiguous,speaker_a
conv-49_qa_131,train,conv-49,131,Evan,Sam,How did Sam suggest Evan view the setback with his broken Prius?,"Speaker A: Evan
Speaker B: Sam
Question: How did Sam suggest Evan view the setback with his broken Prius?",4,fallback_ambiguous,both
conv-49_qa_132,train,conv-49,132,Evan,Sam,What did Sam suggest Evan try for stress relief and flexibility?,"Speaker A: Evan
Speaker B: Sam
Question: What did Sam suggest Evan try for stress relief and flexibility?",4,fallback_ambiguous,both
conv-49_qa_133,train,conv-49,133,Evan,Sam,What did Sam offer Evan regarding yoga?,"Speaker A: Evan
Speaker B: Sam
Question: What did Sam offer Evan regarding yoga?",4,fallback_ambiguous,both
conv-49_qa_134,train,conv-49,134,Evan,Sam,What news did Evan share with Sam on 9th December 2023?,"Speaker A: Evan
Speaker B: Sam
Question: What news did Evan share with Sam on 9th December 2023?",4,fallback_ambiguous,both
conv-49_qa_135,train,conv-49,135,Evan,Sam,What family event is Evan planning for next summer?,"Speaker A: Evan
Speaker B: Sam
Question: What family event is Evan planning for next summer?",4,fallback_ambiguous,speaker_a
conv-49_qa_136,train,conv-49,136,Evan,Sam,What is the motto of Evan's family?,"Speaker A: Evan
Speaker B: Sam
Question: What is the motto of Evan's family?",4,fallback_ambiguous,speaker_a
conv-49_qa_137,train,conv-49,137,Evan,Sam,"According to Evan, what is important for Sam to believe in concerning his weight?","Speaker A: Evan
Speaker B: Sam
Question: According to Evan, what is important for Sam to believe in concerning his weight?",4,fallback_ambiguous,both
conv-49_qa_138,train,conv-49,138,Evan,Sam,Who helped Evan get the painting published in the exhibition?,"Speaker A: Evan
Speaker B: Sam
Question: Who helped Evan get the painting published in the exhibition?",4,fallback_ambiguous,speaker_a
conv-49_qa_139,train,conv-49,139,Evan,Sam,What did Sam recently start enjoying to clear his head?,"Speaker A: Evan
Speaker B: Sam
Question: What did Sam recently start enjoying to clear his head?",4,fallback_ambiguous,speaker_b
conv-49_qa_140,train,conv-49,140,Evan,Sam,What did Sam suggest Evan should do with his keys?,"Speaker A: Evan
Speaker B: Sam
Question: What did Sam suggest Evan should do with his keys?",4,fallback_ambiguous,both
conv-49_qa_141,train,conv-49,141,Evan,Sam,How did Evan feel when he painted the piece with the bird flying over it?,"Speaker A: Evan
Speaker B: Sam
Question: How did Evan feel when he painted the piece with the bird flying over it?",4,fallback_ambiguous,speaker_a
conv-49_qa_142,train,conv-49,142,Evan,Sam,What did Evan suggest Sam should keep doing to find his own version of love?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan suggest Sam should keep doing to find his own version of love?",4,fallback_ambiguous,both
conv-49_qa_143,train,conv-49,143,Evan,Sam,How did Evan describe the process of creating the painting with the bird flying over it?,"Speaker A: Evan
Speaker B: Sam
Question: How did Evan describe the process of creating the painting with the bird flying over it?",4,fallback_ambiguous,speaker_a
conv-49_qa_144,train,conv-49,144,Evan,Sam,What did Evan want to share with his work friends?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan want to share with his work friends?",4,fallback_ambiguous,speaker_a
conv-49_qa_145,train,conv-49,145,Evan,Sam,What did Evan share with Sam after their hiking trip?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan share with Sam after their hiking trip?",4,fallback_ambiguous,both
conv-49_qa_146,train,conv-49,146,Evan,Sam,What did Evan offer to share with Sam after talking about healthy snacks?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan offer to share with Sam after talking about healthy snacks?",4,fallback_ambiguous,both
conv-49_qa_147,train,conv-49,147,Evan,Sam,"What did Evan and his partner share with their extended family on January 5, 2024?","Speaker A: Evan
Speaker B: Sam
Question: What did Evan and his partner share with their extended family on January 5, 2024?",4,fallback_ambiguous,speaker_a
conv-49_qa_148,train,conv-49,148,Evan,Sam,What was Evan limiting himself to on his new diet?,"Speaker A: Evan
Speaker B: Sam
Question: What was Evan limiting himself to on his new diet?",4,fallback_ambiguous,speaker_a
conv-49_qa_149,train,conv-49,149,Evan,Sam,What sports activity did Evan and his partner try in a recent weekend?,"Speaker A: Evan
Speaker B: Sam
Question: What sports activity did Evan and his partner try in a recent weekend?",4,fallback_ambiguous,speaker_a
conv-49_qa_150,train,conv-49,150,Evan,Sam,What advice did Evan suggest Sam seek from a doctor?,"Speaker A: Evan
Speaker B: Sam
Question: What advice did Evan suggest Sam seek from a doctor?",4,fallback_ambiguous,both
conv-49_qa_151,train,conv-49,151,Evan,Sam,What suggestions did Evan give for low-impact exercises?,"Speaker A: Evan
Speaker B: Sam
Question: What suggestions did Evan give for low-impact exercises?",4,fallback_ambiguous,speaker_a
conv-49_qa_152,train,conv-49,152,Evan,Sam,What movie did Sam watch that motivated him to keep up with his routine?,"Speaker A: Evan
Speaker B: Sam
Question: What movie did Sam watch that motivated him to keep up with his routine?",4,fallback_ambiguous,speaker_b
conv-49_qa_153,train,conv-49,153,Evan,Sam,What activity helped Evan with stress and flexibility?,"Speaker A: Evan
Speaker B: Sam
Question: What activity helped Evan with stress and flexibility?",4,fallback_ambiguous,speaker_a
conv-49_qa_154,train,conv-49,154,Evan,Sam,What did Evan share a photo of that was taken on a camping trip?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan share a photo of that was taken on a camping trip?",4,fallback_ambiguous,speaker_a
conv-49_qa_155,train,conv-49,155,Evan,Sam,Why did Evan apologize to his partner?,"Speaker A: Evan
Speaker B: Sam
Question: Why did Evan apologize to his partner?",4,fallback_ambiguous,speaker_a
conv-49_qa_156,train,conv-49,156,Evan,Sam,How does Evan describe being out on the water while kayaking and watching the sunset?,"Speaker A: Evan
Speaker B: Sam
Question: How does Evan describe being out on the water while kayaking and watching the sunset?",4,fallback_ambiguous,speaker_a
conv-50_qa_1,train,conv-50,1,Calvin,Dave,When did Calvin first travel to Tokyo?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin first travel to Tokyo?",2,temporal,speaker_a
conv-50_qa_2,train,conv-50,2,Calvin,Dave,What items did Calvin buy in March 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: What items did Calvin buy in March 2023?",1,single_hop,speaker_a
conv-50_qa_3,train,conv-50,3,Calvin,Dave,When did Dave see Aerosmith perform live?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Dave see Aerosmith perform live?",2,temporal,speaker_b
conv-50_qa_4,train,conv-50,4,Calvin,Dave,Which bands has Dave enjoyed listening to?,"Speaker A: Calvin
Speaker B: Dave
Question: Which bands has Dave enjoyed listening to?",1,single_hop,speaker_b
conv-50_qa_5,train,conv-50,5,Calvin,Dave,Which country do Calvin and Dave want to meet in?,"Speaker A: Calvin
Speaker B: Dave
Question: Which country do Calvin and Dave want to meet in?",3,multi_hop,both
conv-50_qa_6,train,conv-50,6,Calvin,Dave,What are Dave's dreams?,"Speaker A: Calvin
Speaker B: Dave
Question: What are Dave's dreams?",1,single_hop,speaker_b
conv-50_qa_7,train,conv-50,7,Calvin,Dave,Which types of cars does Dave like the most?,"Speaker A: Calvin
Speaker B: Dave
Question: Which types of cars does Dave like the most?",1,single_hop,speaker_b
conv-50_qa_8,train,conv-50,8,Calvin,Dave,Does Dave's shop employ a lot of people?,"Speaker A: Calvin
Speaker B: Dave
Question: Does Dave's shop employ a lot of people?",3,multi_hop,speaker_b
conv-50_qa_9,train,conv-50,9,Calvin,Dave,When did Dave start his car maintenance shop?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Dave start his car maintenance shop?",2,temporal,speaker_b
conv-50_qa_10,train,conv-50,10,Calvin,Dave,When did a mishap occur with Calvin's musical gear and favorite mic?,"Speaker A: Calvin
Speaker B: Dave
Question: When did a mishap occur with Calvin's musical gear and favorite mic?",2,temporal,speaker_a
conv-50_qa_11,train,conv-50,11,Calvin,Dave,When did Calvin's place get flooded in Tokyo?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin's place get flooded in Tokyo?",2,temporal,speaker_a
conv-50_qa_12,train,conv-50,12,Calvin,Dave,What mishaps has Calvin run into?,"Speaker A: Calvin
Speaker B: Dave
Question: What mishaps has Calvin run into?",1,single_hop,speaker_a
conv-50_qa_13,train,conv-50,13,Calvin,Dave,When was Calvin's concert in Tokyo?,"Speaker A: Calvin
Speaker B: Dave
Question: When was Calvin's concert in Tokyo?",2,temporal,speaker_a
conv-50_qa_14,train,conv-50,14,Calvin,Dave,Would Calvin enjoy performing at the Hollywood Bowl?,"Speaker A: Calvin
Speaker B: Dave
Question: Would Calvin enjoy performing at the Hollywood Bowl?",3,multi_hop,speaker_a
conv-50_qa_15,train,conv-50,15,Calvin,Dave,When did Calvin meet with the creative team for his new album?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin meet with the creative team for his new album?",2,temporal,speaker_a
conv-50_qa_16,train,conv-50,16,Calvin,Dave,Why does Dave regularly visit parks?,"Speaker A: Calvin
Speaker B: Dave
Question: Why does Dave regularly visit parks?",1,single_hop,speaker_b
conv-50_qa_17,train,conv-50,17,Calvin,Dave,When did Dave take a trip to mountainous regions?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Dave take a trip to mountainous regions?",2,temporal,speaker_b
conv-50_qa_18,train,conv-50,18,Calvin,Dave,When did Calvin have a car incident?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin have a car incident?",2,temporal,speaker_a
conv-50_qa_19,train,conv-50,19,Calvin,Dave,How many times has Calvin had to deal with insurance paperwork?,"Speaker A: Calvin
Speaker B: Dave
Question: How many times has Calvin had to deal with insurance paperwork?",1,single_hop,speaker_a
conv-50_qa_20,train,conv-50,20,Calvin,Dave,Which places or events has Calvin visited in Tokyo?,"Speaker A: Calvin
Speaker B: Dave
Question: Which places or events has Calvin visited in Tokyo?",1,single_hop,speaker_a
conv-50_qa_21,train,conv-50,21,Calvin,Dave,Who inspired Dave's passion for car engineering?,"Speaker A: Calvin
Speaker B: Dave
Question: Who inspired Dave's passion for car engineering?",1,single_hop,speaker_b
conv-50_qa_22,train,conv-50,22,Calvin,Dave,Does Calvin wish to become more popular?,"Speaker A: Calvin
Speaker B: Dave
Question: Does Calvin wish to become more popular?",3,multi_hop,speaker_a
conv-50_qa_23,train,conv-50,23,Calvin,Dave,Does Calvin want to expand his brand?,"Speaker A: Calvin
Speaker B: Dave
Question: Does Calvin want to expand his brand?",1,single_hop,speaker_a
conv-50_qa_24,train,conv-50,24,Calvin,Dave,What is Dave's main passion?,"Speaker A: Calvin
Speaker B: Dave
Question: What is Dave's main passion?",1,single_hop,speaker_b
conv-50_qa_25,train,conv-50,25,Calvin,Dave,Can Dave work with engines?,"Speaker A: Calvin
Speaker B: Dave
Question: Can Dave work with engines?",1,single_hop,speaker_b
conv-50_qa_26,train,conv-50,26,Calvin,Dave,When did Dave host a card-playing night with his friends?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Dave host a card-playing night with his friends?",2,temporal,speaker_b
conv-50_qa_27,train,conv-50,27,Calvin,Dave,When did Calvin record a podcast with his friends?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin record a podcast with his friends?",2,temporal,speaker_a
conv-50_qa_28,train,conv-50,28,Calvin,Dave,Which city was Calvin visiting in August 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: Which city was Calvin visiting in August 2023?",2,temporal,speaker_a
conv-50_qa_29,train,conv-50,29,Calvin,Dave,What does Calvin do to relax?,"Speaker A: Calvin
Speaker B: Dave
Question: What does Calvin do to relax?",1,single_hop,speaker_a
conv-50_qa_30,train,conv-50,30,Calvin,Dave,What are Dave's hobbies other than fixing cars?,"Speaker A: Calvin
Speaker B: Dave
Question: What are Dave's hobbies other than fixing cars?",1,single_hop,speaker_b
conv-50_qa_31,train,conv-50,31,Calvin,Dave,What kind of music does Dave listen to?,"Speaker A: Calvin
Speaker B: Dave
Question: What kind of music does Dave listen to?",1,single_hop,speaker_b
conv-50_qa_32,train,conv-50,32,Calvin,Dave,Where was Dave in the last two weeks of August 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: Where was Dave in the last two weeks of August 2023?",2,temporal,speaker_b
conv-50_qa_33,train,conv-50,33,Calvin,Dave,Where did Dave return from with new knowledge of different techniques of car restoration?,"Speaker A: Calvin
Speaker B: Dave
Question: Where did Dave return from with new knowledge of different techniques of car restoration?",1,single_hop,speaker_b
conv-50_qa_34,train,conv-50,34,Calvin,Dave,What was Dave doing in San Francisco?,"Speaker A: Calvin
Speaker B: Dave
Question: What was Dave doing in San Francisco?",1,single_hop,speaker_b
conv-50_qa_35,train,conv-50,35,Calvin,Dave,When did Dave return from San Francisco?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Dave return from San Francisco?",2,temporal,speaker_b
conv-50_qa_36,train,conv-50,36,Calvin,Dave,When did Calvin book flight tickets to Boston?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin book flight tickets to Boston?",2,temporal,speaker_a
conv-50_qa_37,train,conv-50,37,Calvin,Dave,When was Calvin's album released?,"Speaker A: Calvin
Speaker B: Dave
Question: When was Calvin's album released?",2,temporal,speaker_a
conv-50_qa_38,train,conv-50,38,Calvin,Dave,Does Calvin love music tours?,"Speaker A: Calvin
Speaker B: Dave
Question: Does Calvin love music tours?",3,multi_hop,speaker_a
conv-50_qa_39,train,conv-50,39,Calvin,Dave,When did Dave have a great jam session with his band?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Dave have a great jam session with his band?",2,temporal,speaker_b
conv-50_qa_40,train,conv-50,40,Calvin,Dave,Would Dave prefer working on a Dodge Charger or a Subaru Forester?,"Speaker A: Calvin
Speaker B: Dave
Question: Would Dave prefer working on a Dodge Charger or a Subaru Forester?",3,multi_hop,speaker_b
conv-50_qa_41,train,conv-50,41,Calvin,Dave,What was the artists Calvin used to listen to when he was a kid?,"Speaker A: Calvin
Speaker B: Dave
Question: What was the artists Calvin used to listen to when he was a kid?",1,single_hop,speaker_a
conv-50_qa_42,train,conv-50,42,Calvin,Dave,Which of their family member do Calvin and Dave have nostalgic memories about?,"Speaker A: Calvin
Speaker B: Dave
Question: Which of their family member do Calvin and Dave have nostalgic memories about?",1,single_hop,both
conv-50_qa_43,train,conv-50,43,Calvin,Dave,"Based on the conversation, did Calvin and Dave have a meeting in Boston between August and November 2023? Answer in yes or no.","Speaker A: Calvin
Speaker B: Dave
Question: Based on the conversation, did Calvin and Dave have a meeting in Boston between August and November 2023? Answer in yes or no.",3,multi_hop,both
conv-50_qa_44,train,conv-50,44,Calvin,Dave,"Which city was Calvin at on October 3, 2023?","Speaker A: Calvin
Speaker B: Dave
Question: Which city was Calvin at on October 3, 2023?",2,temporal,speaker_a
conv-50_qa_45,train,conv-50,45,Calvin,Dave,When did Calvin met with local artists in Boston?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin met with local artists in Boston?",2,temporal,speaker_a
conv-50_qa_46,train,conv-50,46,Calvin,Dave,What shared activities do Dave and Calvin have?,"Speaker A: Calvin
Speaker B: Dave
Question: What shared activities do Dave and Calvin have?",1,single_hop,both
conv-50_qa_47,train,conv-50,47,Calvin,Dave,What is Dave's favorite activity?,"Speaker A: Calvin
Speaker B: Dave
Question: What is Dave's favorite activity?",1,single_hop,speaker_b
conv-50_qa_48,train,conv-50,48,Calvin,Dave,How many car shows has Dave attended?,"Speaker A: Calvin
Speaker B: Dave
Question: How many car shows has Dave attended?",1,single_hop,speaker_b
conv-50_qa_49,train,conv-50,49,Calvin,Dave,What was Dave doing in the first weekend of October 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: What was Dave doing in the first weekend of October 2023?",2,temporal,speaker_b
conv-50_qa_50,train,conv-50,50,Calvin,Dave,"When Dave was a child, what did he and his father do in the garage?","Speaker A: Calvin
Speaker B: Dave
Question: When Dave was a child, what did he and his father do in the garage?",1,single_hop,speaker_b
conv-50_qa_51,train,conv-50,51,Calvin,Dave,When did Calvin buy his second Ferrari?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin buy his second Ferrari?",2,temporal,speaker_a
conv-50_qa_52,train,conv-50,52,Calvin,Dave,When did Calvin and Frank Ocean start collaborating?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin and Frank Ocean start collaborating?",2,temporal,speaker_a
conv-50_qa_53,train,conv-50,53,Calvin,Dave,When did Calvin plan on travelling to Tokyo the second time?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin plan on travelling to Tokyo the second time?",2,temporal,speaker_a
conv-50_qa_54,train,conv-50,54,Calvin,Dave,Who supports Calvin in tough times?,"Speaker A: Calvin
Speaker B: Dave
Question: Who supports Calvin in tough times?",1,single_hop,speaker_a
conv-50_qa_55,train,conv-50,55,Calvin,Dave,What does help Calvin stay connected to the creative process?,"Speaker A: Calvin
Speaker B: Dave
Question: What does help Calvin stay connected to the creative process?",1,single_hop,speaker_a
conv-50_qa_56,train,conv-50,56,Calvin,Dave,When did Calvin visit some of the sights in Boston with a former high school friend?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin visit some of the sights in Boston with a former high school friend?",2,temporal,speaker_a
conv-50_qa_57,train,conv-50,57,Calvin,Dave,Which cities did Dave travel to in 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: Which cities did Dave travel to in 2023?",1,single_hop,speaker_b
conv-50_qa_58,train,conv-50,58,Calvin,Dave,Which hobby did Dave pick up in October 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: Which hobby did Dave pick up in October 2023?",2,temporal,speaker_b
conv-50_qa_59,train,conv-50,59,Calvin,Dave,Which events in Dave's life inspired him to take up auto engineering?,"Speaker A: Calvin
Speaker B: Dave
Question: Which events in Dave's life inspired him to take up auto engineering?",1,single_hop,speaker_b
conv-50_qa_60,train,conv-50,60,Calvin,Dave,How many Ferraris does Calvin own?,"Speaker A: Calvin
Speaker B: Dave
Question: How many Ferraris does Calvin own?",1,single_hop,speaker_a
conv-50_qa_61,train,conv-50,61,Calvin,Dave,What gifts has Calvin received from his artist friends?,"Speaker A: Calvin
Speaker B: Dave
Question: What gifts has Calvin received from his artist friends?",1,single_hop,speaker_a
conv-50_qa_62,train,conv-50,62,Calvin,Dave,How long did Dave's work on the Ford Mustang take?,"Speaker A: Calvin
Speaker B: Dave
Question: How long did Dave's work on the Ford Mustang take?",2,temporal,speaker_b
conv-50_qa_63,train,conv-50,63,Calvin,Dave,How long was the car modification workshop in San Francisco?,"Speaker A: Calvin
Speaker B: Dave
Question: How long was the car modification workshop in San Francisco?",2,temporal,unknown
conv-50_qa_64,train,conv-50,64,Calvin,Dave,What style of guitars does Calvin own?,"Speaker A: Calvin
Speaker B: Dave
Question: What style of guitars does Calvin own?",1,single_hop,speaker_a
conv-50_qa_65,train,conv-50,65,Calvin,Dave,What activities has Dave participated in with his friends?,"Speaker A: Calvin
Speaker B: Dave
Question: What activities has Dave participated in with his friends?",1,single_hop,speaker_b
conv-50_qa_66,train,conv-50,66,Calvin,Dave,When did Dave take a photo of a Boston clock tower?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Dave take a photo of a Boston clock tower?",2,temporal,speaker_b
conv-50_qa_67,train,conv-50,67,Calvin,Dave,Do all of Dave's car restoration projects go smoothly?,"Speaker A: Calvin
Speaker B: Dave
Question: Do all of Dave's car restoration projects go smoothly?",1,single_hop,speaker_b
conv-50_qa_68,train,conv-50,68,Calvin,Dave,Where was Calvin located in the last week of October 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: Where was Calvin located in the last week of October 2023?",2,temporal,speaker_a
conv-50_qa_69,train,conv-50,69,Calvin,Dave,When did Dave find the car he repaired and started sharing in his blog?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Dave find the car he repaired and started sharing in his blog?",2,temporal,speaker_b
conv-50_qa_70,train,conv-50,70,Calvin,Dave,When did Dave buy a vintage camera?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Dave buy a vintage camera?",2,temporal,speaker_b
conv-50_qa_71,train,conv-50,71,Calvin,Dave,When did Calvin attend a gala in Boston?,"Speaker A: Calvin
Speaker B: Dave
Question: When did Calvin attend a gala in Boston?",2,temporal,speaker_a
conv-50_qa_72,train,conv-50,72,Calvin,Dave,How long did Calvin plan to stay in Japan?,"Speaker A: Calvin
Speaker B: Dave
Question: How long did Calvin plan to stay in Japan?",4,fallback_ambiguous,speaker_a
conv-50_qa_73,train,conv-50,73,Calvin,Dave,Which band was Dave's favorite at the music festival in April 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: Which band was Dave's favorite at the music festival in April 2023?",4,fallback_ambiguous,speaker_b
conv-50_qa_74,train,conv-50,74,Calvin,Dave,Where did Calvin attend a music festival in April 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: Where did Calvin attend a music festival in April 2023?",4,fallback_ambiguous,speaker_a
conv-50_qa_75,train,conv-50,75,Calvin,Dave,What advice did Calvin receive from the producer at the music festival?,"Speaker A: Calvin
Speaker B: Dave
Question: What advice did Calvin receive from the producer at the music festival?",4,fallback_ambiguous,speaker_a
conv-50_qa_76,train,conv-50,76,Calvin,Dave,"What is Dave's new business venture as of 1 May, 2023?","Speaker A: Calvin
Speaker B: Dave
Question: What is Dave's new business venture as of 1 May, 2023?",4,fallback_ambiguous,speaker_b
conv-50_qa_77,train,conv-50,77,Calvin,Dave,What type of cars does Dave work on at his shop?,"Speaker A: Calvin
Speaker B: Dave
Question: What type of cars does Dave work on at his shop?",4,fallback_ambiguous,speaker_b
conv-50_qa_78,train,conv-50,78,Calvin,Dave,What did Calvin receive as a gift from another artist?,"Speaker A: Calvin
Speaker B: Dave
Question: What did Calvin receive as a gift from another artist?",4,fallback_ambiguous,speaker_a
conv-50_qa_79,train,conv-50,79,Calvin,Dave,What was the necklace Calvin received meant to remind him of?,"Speaker A: Calvin
Speaker B: Dave
Question: What was the necklace Calvin received meant to remind him of?",4,fallback_ambiguous,speaker_a
conv-50_qa_80,train,conv-50,80,Calvin,Dave,What does Dave do when he feels his creativity is frozen?,"Speaker A: Calvin
Speaker B: Dave
Question: What does Dave do when he feels his creativity is frozen?",4,fallback_ambiguous,speaker_b
conv-50_qa_81,train,conv-50,81,Calvin,Dave,How does Calvin plan to jumpstart his inspiration?,"Speaker A: Calvin
Speaker B: Dave
Question: How does Calvin plan to jumpstart his inspiration?",4,fallback_ambiguous,speaker_a
conv-50_qa_82,train,conv-50,82,Calvin,Dave,What did Calvin manage to save during the flood incident?,"Speaker A: Calvin
Speaker B: Dave
Question: What did Calvin manage to save during the flood incident?",4,fallback_ambiguous,speaker_a
conv-50_qa_83,train,conv-50,83,Calvin,Dave,What did Dave open in May 2023?,"Speaker A: Calvin
Speaker B: Dave
Question: What did Dave open in May 2023?",4,fallback_ambiguous,speaker_b
conv-50_qa_84,train,conv-50,84,Calvin,Dave,What gives Dave a sense of achievement and purpose?,"Speaker A: Calvin
Speaker B: Dave
Question: What gives Dave a sense of achievement and purpose?",4,fallback_ambiguous,speaker_b
conv-50_qa_85,train,conv-50,85,Calvin,Dave,What fuels Calvin's soul?,"Speaker A: Calvin
Speaker B: Dave
Question: What fuels Calvin's soul?",4,fallback_ambiguous,speaker_a
conv-50_qa_86,train,conv-50,86,Calvin,Dave,What is Dave doing to relax on weekends?,"Speaker A: Calvin
Speaker B: Dave
Question: What is Dave doing to relax on weekends?",4,fallback_ambiguous,speaker_b
conv-50_qa_87,train,conv-50,87,Calvin,Dave,What sports activity is Calvin planning to try after the tour with Frank Ocean?,"Speaker A: Calvin
Speaker B: Dave
Question: What sports activity is Calvin planning to try after the tour with Frank Ocean?",4,fallback_ambiguous,speaker_a
conv-50_qa_88,train,conv-50,88,Calvin,Dave,"What was Calvin excited to do after getting his car fixed on 7 July, 2023?","Speaker A: Calvin
Speaker B: Dave
Question: What was Calvin excited to do after getting his car fixed on 7 July, 2023?",4,fallback_ambiguous,speaker_a
conv-50_qa_89,train,conv-50,89,Calvin,Dave,What did Calvin and his friends arrange for in the park?,"Speaker A: Calvin
Speaker B: Dave
Question: What did Calvin and his friends arrange for in the park?",4,fallback_ambiguous,speaker_a
conv-50_qa_90,train,conv-50,90,Calvin,Dave,What kind of music has Calvin been creating lately?,"Speaker A: Calvin
Speaker B: Dave
Question: What kind of music has Calvin been creating lately?",4,fallback_ambiguous,speaker_a
conv-50_qa_91,train,conv-50,91,Calvin,Dave,How does Calvin describe his process of adding electronic elements to his songs?,"Speaker A: Calvin
Speaker B: Dave
Question: How does Calvin describe his process of adding electronic elements to his songs?",4,fallback_ambiguous,speaker_a
conv-50_qa_92,train,conv-50,92,Calvin,Dave,What car brand does Calvin own that he is proud of?,"Speaker A: Calvin
Speaker B: Dave
Question: What car brand does Calvin own that he is proud of?",4,fallback_ambiguous,speaker_a
conv-50_qa_93,train,conv-50,93,Calvin,Dave,What is Calvin's biggest current goal?,"Speaker A: Calvin
Speaker B: Dave
Question: What is Calvin's biggest current goal?",4,fallback_ambiguous,speaker_a
